PROMOVAT,Product Name,Price (lei),Negociabil,Used,Location
1,RX 570 Gaming  NITRO+  8 GB GDDR5 256-bit Garantie 6 Luni,450,0,1,"Bucuresti, Sectorul 3"
0,ASUS,50,0,1,Calarasi
0,3 ,55,0,1,Craiova
0,Rig mining/rig minat 6x ASUS GTX 1060 6GB,5474,1,1,Deva
0,"RX 580, XFX, 4 Gb",800,1,1,Cluj
0,Msi RTX 3090 Suprim,4500,0,1,Pitesti
0,Gtx 1660 Super cu Garantie,1250,0,1,Drobeta
0,Palit GeForce® RTX3060Ti similar RTX3070,1350,1,1,"Bucuresti, Sectorul 5"
0,"nVidia Quadro K2000, 2GB GDDR5, 1 x DVI, 2 x DisplayPort",100,0,1,Arad
0,"Gainward nVidia GeForce 9800 GTX+ 512MB GDDR3, 256bit",60,0,1,Arad
0,RTX 3080 Vision defecta,500,0,1,"Bucuresti, Sectorul 2"
1,CALCULATOR GAMING i5 16 GB RAM 750GB 8GB Garantie 12 Luni,1280,0,1,"Bucuresti, Sectorul 3"
1,"mining rig rx560, rx580 4g,8g saphire",4599,0,1,Alba Iulia
1,4080 Super Rog Strix OC,6900,1,0,Slanic
0,Palit GeForce® RTX3070 GameRock,1600,1,1,"Bucuresti, Sectorul 5"
0,Sapphire pulse Radeon RX 550 4gb GDDR,5450,0,0,Rovinari
0,Cablu de alimentare pe molex si sata,25,0,0,Zalau
0,urgent AMD Radeon HD6950 2gb GDDR,5250,0,1,Rovinari
0,"Gigabyte GeForce RTX 4060 Low Profile OC8GB,GDDR6,sigilat",1600,0,0,"Bucuresti, Sectorul 4"
0,GeForce RTX™ 4080 16GB GAMING X TRIO,8000,0,1,"Bucuresti, Sectorul 5"
0,"rx 7900 GRE 16 gb gddr6 NOUA, sigilata",2400,0,0,Sibiu
0,Sapphire Pulse Radeon RX 590 8GB GDDR,5550,1,1,"Bucuresti, Sectorul 4"
0,Recuperare (vbios flash),200,1,0,"Bucuresti, Sectorul 6"
1,Inno3D GeForce RTX 4090 iCHILL X3 24GB GDDR6X,7000,0,1,Timisoara
1,Palit GTX 1660 Ti StormX 6GB DDR,6700,1,1,Vaslui
0,nVidia GeForce - Inno3D iChill GTX 650 2 GB GDDR5 128 bit,200,1,1,Oradea
0,AMD RX 7900 XTX Merc 310 24Gb,3700,0,0,Ploiesti
0,"Asus nVidia GeForce 9800GTX 512MB GDDR3, 256bit, PCI-E",150,0,1,"Bucuresti, Sectorul 2"
0,Salvează căutareaTe anunțăm oricând apar anunțuri noi.SalveazăRTX 3070 XC3 Ultra Black Gaming EVGA 8GB GDDR6 256-bit,1599,0,1,"Bucuresti, Sectorul 6"
0,geoforce gtx 1650 dual,630,1,1,Codlea
0,MSI GTX 970 4GD5T,200,0,1,Sanislau
0,nVidia Quadro K200,160,0,1,Timisoara
0,Sistem PC Gaming RTX 3060 Ti 16GB RAM i7 9700K RGB 2.25 TB SSD Liquid,3400,0,0,"Bucuresti, Sectorul 6"
0,HD 5750 1 GB GDDR,5100,0,1,Iasi
0,nvidia GT520 de 1Gb Zotac,40,0,1,Cluj
1,Sapphire Radeon RX 7700 XT Pulse,1899,0,1,Targu Neamt
1,4080 Super Rog Strix OC,6900,1,0,Slanic
1,"mining rig rx560, rx580 4g,8g saphire",4599,0,1,Alba Iulia
0,Nvidia Quadro K2200 4GB DDR5 - proiectare CAD,300,0,1,Bistrita
0,Asus ROG STRIX RTX Gaming 2080ti 11GB OC,1900,0,1,Cluj
0,Sapphire Radeon RX 5700 XT NITRO+ 8GB GDDR6 256-bit model premium,800,0,1,Satu Mare
0,Msi nvidia gtx 650 1gb,100,0,1,Inotesti
0,MSI GAMING X SLIM GeForce RTX® 4070 12GB GDDR6X este nou,2700,0,0,Constanta
0,Sapphire Radeon RX 5500 XT NITRO+ 8GB GDDR6 128-bit.,600,0,1,"Bucuresti, Sectorul 4"
0,"ZOTAC GAMING GTX 1660 SUPER Twin Fan , 6 gb , ca noua",650,0,1,"Bucuresti, Sectorul 6"
0,Razer CoreX eGPU cu XFX Radeon RX580 8GB Ram DDR5,3000,1,1,Targu
0,Rx6650xt 8gb,1300,1,0,Botosani
0,"Sapphire PULSE RADEON RX 5500 XT, 8GB, GDDR6, 128-bit",600,1,1,"Bucuresti, Sectorul 3"
1,nVidia RTX A2000 6GB - profesionala noua SFF low profile,1100,0,0,Corbeanca
1,ASUS RX570 4Gb EXPEDITION,250,0,1,Cluj
1,RX 5600XT,600,1,1,Brasov
0,"Sapphire AMD Radeon RX 6800 PULSE 16GB, garantie vexio.",1500,1,1,Pitesti
0,AMD Radeon RX46,300,0,1,Palazu Mare
0,GTX 970 Windforce,250,0,1,Timisoara
0,ASUS ROG Strix GeForce RTX 3070 TI OC Edition aproape nou,1750,0,1,Targu Jiu
0,"RX 6900XT , SAPHIRE nitro plus SE , garantie emag",2300,0,0,Iasi
0,msi radeon R7 240 2gb,125,0,1,"Bucuresti, Sectorul 6"
0,Sapphire Radeon R7 240 2 gb ddr,3100,0,1,"Bucuresti, Sectorul 1"
0,PowerColor Radeon RX 6900 XT 16GB GDDR6 256-bit,2000,0,1,"Bucuresti, Sectorul 2"
0,"MSI NVIDIA GeForce FX 5500,1200MB,64biti,AGP,TV-out,dvi",80,0,1,Pitesti
1,GIGABYTE AORUS GeForce RTX 3060 Ti Elite lhr 8GB gddr6 256-bit,1399,0,1,Pitesti
1,CALCULATOR GAMING i5 16 GB RAM 750GB 8GB Garantie 12 Luni,1280,0,1,"Bucuresti, Sectorul 3"
1,Gigabyte GeForce GTX 1060 WINDFORCE OC 6GB,380,1,1,Alexandru cel Bun
0,RX 7900 XT PowerColor Hellhound 20GB GDDR6 noua,2850,1,0,"Bucuresti, Sectorul 5"
0,Amd Rx 6800 16 Gb Vram PowerColor Fighter,1600,0,1,"Bucuresti, Sectorul 5"
0,Asus Tuf OC GTX165,600,1,1,Constanta
0,AMD RX 7800 XT - Ocazie,1900,1,0,"Bucuresti, Sectorul 5"
0,Nvidia geforce RTX 4080 Super cu garantie,5500,0,1,Turia
0,DDR3 / update lista,50,0,1,"Bucuresti, Sectorul 2"
0,Rtx 3080 ti,3600,1,1,Pietris
0,gt730 4gb ddr,3300,1,1,Bacau
0,"ASUS GeForce® GTX 1080 Ti Turbo, 11GB GDDR5X, 352-bit",1500,0,1,"Bucuresti, Sectorul 3"
0,asus  r7240-2gd3-l,200,1,1,Bacau
1,ASUS RX570 4Gb EXPEDITION,250,0,1,Cluj
1,ASUS ROG Strix GeForce RTX 3070 TI OC Edition aproape nou,1750,0,1,Targu Jiu
1,RTX 3060 12GB de la Asus noua sigilata,1350,1,0,Suceava
0,GTX 970 Gaming,4300,0,1,Borcea
0,"ASUS TUF Gaming GeForce GTX 1650, 4GB GDDR6, 128-bit",450,0,1,Craiova
0,evga gtx106,350,1,1,Oradea
0,Salvează căutareaTe anunțăm oricând apar anunțuri noi.SalveazăXFX RX 570 8Gb 256 biti,350,0,1,Patarlagele
0,"Kit i3 6100+ placa de baza HP G2, socket115",1170,0,1,Targu
0,GIGABYTE GeForce 8500 GT 512MB GDDR2 128-bit,50,0,1,Pitesti
0,Nvidia 9600 GT,100,0,1,Ploiesti
0,MSI RTX 2060 12GB 192BIT,1200,0,1,Craiova
0,"ASUS, ieșită din garanție.",100,0,1,Vetis
0,GTX 960 Asus Strix 4GB,230,0,1,Sighetu Marmatiei
1,GIGABYTE AORUS GeForce RTX 3060 Ti Elite lhr 8GB gddr6 256-bit,1399,0,1,Pitesti
1,RTX 4070 OC  12GB  Garantie,2299,0,1,"Bucuresti, Sectorul 4"
1,Sapphire Radeon RX 7700 XT Pulse,1899,0,1,Targu Neamt
0,GTX 1660 ti Aorus,800,0,1,Bistrita
0,Nvidia GTX66,400,1,1,Arad
0,Zotac gaming RTX 3080 Amp Holo 10 Gb,2999,0,1,"Bucuresti, Sectorul 4"
0,gtx 1070 Zotac Amp! Edition,900,0,1,Medgidia
0,GTX165,600,1,1,Arad
0,gigabyte,450,1,1,Pitesti
0,"AMD ASUS RX 7600 Dual, OC, 8GB, Garanție Emag 3 ani",999,0,0,Cluj
0,"agp,retro,vintage,colecție MSI NX6200AX-TD51",2120,0,1,Timisoara
0,RX 6500 XT msi mech 2x OC 4gb vram,499,0,1,Baia Mare
1,"AMD ASUS RX 7600 Dual, OC, 8GB, Garanție Emag 3 ani",999,0,0,Cluj
1,PowerColor Radeon RX 6900 XT 16GB GDDR6 256-bit,2000,0,1,"Bucuresti, Sectorul 2"
1,Nvidia / AMD 1GB 64Bit DVI HDMI Multi View,60,0,1,"Bucuresti, Sectorul 3"
0,"Rtx 1650 4GB, GDDR",6450,0,1,Peciu Nou
0,GT 1030 2gb,200,0,1,Lazu
0,Gainwaed Nvidia,350,1,1,Cornu de Jos
0,defecta - AMD Sapphire HD79,7070,0,1,Iasi
0,NVIDIA NVS 315 1GB DDR,350,0,1,Brasov
0,Vînd placă video,150,0,1,Tecuci
0,nvidia gtx 650 ti 1gb ddr,5150,0,1,Botosani
0,"MSI GeForce RTX 2070 GAMING Z, 8GB, 256-bit",1400,0,1,"Ilfov, Voluntari"
0,AMD Sapphire Nitro + 4GB,400,0,1,Popesti
0,GTX 1080 EVGA Classified 8GB,1000,0,1,"Bucuresti, Sectorul 4"
1,"Gigabyte 4070 super  windforce, oc edition, sigilata",3000,0,0,Constanta
1,Sapphire Nitro+ Radeon RX 570 8GB GDDR5 Garantie 6 Luni,450,0,1,"Bucuresti, Sectorul 3"
1,RX 7900 XT PowerColor Hellhound 20GB GDDR6 noua,2850,1,0,"Bucuresti, Sectorul 5"
0,Geforce RTX 4070 12gb Noua/Fact+Garantie,2600,0,0,Oradea
0,RX 570 Gaming  NITRO+  8 GB GDDR5 256-bit Garantie 6 Luni,450,0,1,"Bucuresti, Sectorul 3"
0,"GIGABYTE GTX 1080 ti, 11 GB DDRX5",1100,1,1,Rosu
0,Sapphire Pulse Radeon RX 5700 XT 8GB GDDR6 256-bit,750,1,1,"Bucuresti, Sectorul 6"
0,"Nvidia NVS 510 2gb/128b - 4 miniDP, profesionala",150,0,1,Giurgiu
0,MSI GeForce GT73,300,0,1,Buzau
0,asus gtx 1660 dual evo,600,1,1,Santu
0,Gigabyte R7 260x OC 2GB GDDR5 128-bit 199Ron,199,0,1,"Bucuresti, Sectorul 3"
0,1650 4gb,300,1,1,Dej
1,nVidia Quadro K200,160,0,1,Timisoara
1,RTX 3060 12GB de la Asus noua sigilata,1350,1,0,Suceava
1,"AMD ASUS RX 7600 Dual, OC, 8GB, Garanție Emag 3 ani",999,0,0,Cluj
0,asus gtx 1660 dual evo,600,1,1,Santu
0,Gigabyte R7 260x OC 2GB GDDR5 128-bit 199Ron,199,0,1,"Bucuresti, Sectorul 3"
0,1650 4gb,300,1,1,Dej
0,Salvează căutareaTe anunțăm oricând apar anunțuri noi.SalveazăXFX Radeon RX 6600 XT SPEEDSTER QICK08 BLACK 8GB GDDR,6870,0,1,Biharia
0,Gigabyte 2 GB,100,0,1,Cehu Silvaniei
0,cablul alimentare ,25,0,1,"Bucuresti, Sectorul 4"
0,GIGABYTE GeForce GTX 460 OC2 1GB GDDR5 256-bit,100,0,1,"Bucuresti, Sectorul 1"
0,GTX 1080 MSi tip Blower,600,0,1,"Bucuresti, Sectorul 3"
0,Gainward GeForce GTX 570 Phantom 1.28GB GDDR5 320-bit,110,0,1,Marginea
0,"MSI Nvidia RTX 3080 Ti GAMING X TRIO, 12GB GDDR6X, 384-bit",3200,1,1,Ramnicu Valcea
1,nVidia RTX A2000 6GB - profesionala noua SFF low profile,1100,0,0,Corbeanca
1,ASUS RX570 4Gb EXPEDITION,250,0,1,Cluj
1,ASUS ROG Strix GeForce RTX 3070 TI OC Edition aproape nou,1750,0,1,Targu Jiu
0,AMD ATI Radeon HD 5870 Premium graphics,199,0,1,"Bucuresti, Sectorul 6"
0,Gaming AMD RX 590 8GB GDDR5 Special Edition,610,0,1,"Bucuresti, Sectorul 4"
0,GTX 750 OC 1024M GDDR,5250,0,1,Brasov
0,"scheda video Geforce nvidia 4 GB,128 BIT",200,1,0,Craiova
0,Sapphire Nitro+ Radeon RX 570 8GB GDDR5 Garantie 6 Luni,450,0,1,"Bucuresti, Sectorul 3"
0,"Gaming ASUS nvidia GeForce 1050 , 2GB GDDR5 128 Bit GDDR",5250,0,1,"Bucuresti, Sectorul 3"
0,AMD FIREPRO™  W2100 2gb vram,200,0,1,Sighetu Marmatiei
0,Nvidia Quadro200,150,0,1,Buftea
0,gtx107,550,0,1,Curtea de Arges
0,Gainward Phoenix RTX 3070 Ti 8GB Defecta.,700,0,1,Cluj
1,"Gigabyte 4070 super  windforce, oc edition, sigilata",3000,0,0,Constanta
1,Radeon RX 7900 GRE 16GB Powerrcolor Hellhound,2300,0,0,"Bucuresti, Sectorul 4"
1,CALCULATOR GAMING i5 16 GB RAM 750GB 8GB Garantie 12 Luni,1280,0,1,"Bucuresti, Sectorul 3"
0,Plăci video de vânzare,150,1,1,Lazaret
0,low end functionale hd 6450/4650/fx18,20,0,1,Tecuci
0,"Gigabyte GeForce GTX 1660 Super, 6GB GDDR6, 192-bit X3 FAN",1200,0,1,Boldesti
0,"ASUS GeForce GTX 750 Ti OC, 2GB GDDR5, 128-bit",200,0,1,Timisoara
0,Palit GTX 1660 Ti StormX 6GB DDR,6700,1,1,Vaslui
0,"MSI AMD Radeon HD 7770, 1024MB, GDDR5, 128bit",120,0,1,Targu Jiu
0,R937,300,1,1,Archiud
0,ASUS GTX106,600,0,1,Timisoara
0,"ASUS GeForce® GTX 970 OC STRIX, 4GB GDDR5, 256-bit",329,1,1,Constanta
0,Gigabyte RTX 2080 Windforce OC 8GB,1200,0,1,Brasov
1,materiale pentru containere modulare,250,0,0,Piatra Neamt
1,Sapphire Radeon RX 7700 XT Pulse,1899,0,1,Targu Neamt
1,4080 Super Rog Strix OC,6900,1,0,Slanic
0,Nvidia Rtx 2060 kfa,2600,0,1,"Bucuresti, Sectorul 5"
0,"eVGA nVidia GeForce GTX 460, 1GB, GDDR5, 256bit,",100,0,1,Medias
0,Gtx 970 Asus Strix 4gb,300,1,1,Popesti
0,RTX A4000 16GB placa grafica profesionala  (fost Quadro),2500,0,1,Iasi
0,ASUS NVidia RTX 3080 ROG STRIX OC,2700,0,1,Ploiesti
0,Gigabyte 2060 Super Windforce OC 8Gb,1100,0,1,"Bucuresti, Sectorul 2"
0,Nvidia 8500gt 512mb,30,0,1,Sibiu
0,Gigabyte GeForce GTX 1070 256 biti,670,1,1,"Bucuresti, Sectorul 1"
0,GIGABYTE GeForce GTX 1060 GAMING 6GB GDDR5 192-bit,500,0,1,Carei
1,nVidia RTX A2000 6GB - profesionala noua SFF low profile,1100,0,0,Corbeanca
1,RTX 3060 12GB de la Asus noua sigilata,1350,1,0,Suceava
1,4080 Super Rog Strix OC,6900,1,0,Slanic
0,Vand/Schimb ATI Saphire HD 4800 2GB,200,0,1,"Bucuresti, Sectorul 5"
0,"Gigabite Geforce RTX 3060Ti 8Gb DDR6, 256-bit",1300,0,0,"Bucuresti, Sectorul 4"
0,- SAPPHIRE Radeon RX 6800 NITRO+ 16GB GDDR6 - Ca Nou,2500,1,1,Cluj
0,Salvează căutareaTe anunțăm oricând apar anunțuri noi.SalveazăPalit GeForce® RTX3070 GameRock,1600,1,1,"Bucuresti, Sectorul 5"
0,"Sapphire PULSE de la ATI RADEON, RX VEGA 56 / 8GB GDDR5 / 2084-bit",1300,1,1,"Bucuresti, Sectorul 3"
0,Vanzare placi pikup,50,0,1,Pitesti
0,Gigabyte Ddr,5450,1,1,Valea Dragului
0,Rig mining/rig minat ETH 6x Gigabyte RX Vega 56 8GB ~270MH/s1,8413,1,1,"Bucuresti, Sectorul 6"
0,"GIGABYTE GeForce® GTX 980 Ti G1 GAMING, 6GB GDDR5, 384-bit",700,1,1,Timisoara
0,RTX 4070 Ti Ca NOUA 12GB Fullbox Sigiliu Gaming MSI Ventus,2800,0,0,"Bucuresti, Sectorul 6"
1,Palit GeForce® RTX3070 GameRock,1600,1,1,"Bucuresti, Sectorul 5"
1,Sapphire RX 6600 GAMING 8GB GDDR6 ca noua﻿ garantie 3 luni,875,0,1,"Bucuresti, Sectorul 6"
1,RX 7900 XT PowerColor Hellhound 20GB GDDR6 noua,2850,1,0,"Bucuresti, Sectorul 5"
0,"GIGABYTE GT 740 OC, 1GB/DDR5/128bit, LightGaming/Filme 4K",65,0,1,"Bucuresti, Sectorul 2"
0,Vind ,450,0,1,Medgidia
0,rig pentru minat format din 11 placi.,6100,1,1,Ostrov Tataru
0,MSI Radeon RX 570 Armor OC 4GB GDDR5 256-bit,225,0,1,Gaesti
0,HP Paradise vintage pt 386 pe slot 16 bit ISA,650,1,1,Drumul Carului
